id,Actual_price,Product_availability,Condition,Currency,Country,brand,Description,Category_name,primaryCategories,name,weight_in_kg,Actual_price_log,brand_standarized,Actual_price_mean_by_category_name,Category_name_encoded,Category_name_encoded_log
50,37.63,Yes,New,USD,USA,Targus,"Electronics,iPad & Tablets,Apple iPad Accessories,iPad Cases, Sleeves & Bags,Computers & Tablets,iPad & Tablet Accessories,Tablet Cases, Covers & Keyboard Folios,Computers,Computer Accessories,Cases & Bags,Computers & Accessories,Tablet Accessories,Bags, Cases & Sleeves,Cases,Cases, Covers & Keyboard Folios,Video Games,Other Video Games","case, computer",Electronics,Versavu Classic 360 Case for Apple iPad Air,5.443104,3.654,targus,92.125,129.3078558932775,4.8699
51,79.99,Yes,New,USD,USA,ECO STYLE,"Computers,Laptop Bags & Cases,Carrying Cases,#55529 in,Computer Accessories,Computer Accessories & Peripherals,Clothing,Electronics,#14498 in,Blank Discs and Labels,Cases & Bags,Tablet Computer Cases,#28043 in,Laptop Accessories,Computers & Tablets,Backpacks","case, computer",Electronics,ECO STYLE - Sports Voyage Backpack - Black/Platinum,1.4514944,4.3943,eco style,92.125,129.3078558932775,4.8699
52,99.89,Yes,New,USD,USA,CORSAIR,"Computers,Cases & Towers,Computers & Accessories,Frys,Electronics,Computer Cases,Computer Cards & Components,PC Components,Desktop Computer Cases btwcttecfvyb,Desktop Computer Cases ecxwdrwvzxdaesvswdwfsuar,Computer Components,Computer Cases cfatrcraszxbextyefazxvzexeyqeyccadx,Computers & Tablets,Desktop Computer Cases,Cases","case, computer",Electronics,CORSAIR - Carbide Series Clear® 400C Compact ATX/EATX/Mini-ITX/Micro ATX Mid-Tower Case - White,131.088088,4.614,corsair,92.125,129.3078558932775,4.8699
53,25.19,Yes,New,USD,USA,Denaq,"Tools,Automotive,Batteries, Chargers & Jumper Cables,Car Battery Chargers,Computers & Tablets,Computer Accessories & Peripherals,Laptop Accessories,Laptop Chargers & Adapters,Electronics,MP3 Accessories,Portable Audio,Office Technology,Batteries,Battery Chargers,Office","charger, computer, laptop",Electronics,"15-Volt 3 Amp 6.0 mm-3.0 mm AC Adapter for TOSHIBA Tecra, Satellite and Satellite Pro Series Laptops",0.907184,3.2654,denaq,42.59,141.7368113022641,4.961
54,59.99,Yes,New,USD,USA,Insignia™,"Computer Accessories & Peripherals,Laptop Accessories,Laptop Chargers & Adapters,Computers & Tablets,Electronics","charger, computer, laptop",Electronics,"Insignia™ - Battery Charger for Acer, HP and Samsung Chromebooks - Black",0.0,4.1107,insignia,42.59,141.7368113022641,4.961
55,169.0,Special,New,USD,USA,Asus,"Computers,Minis,Computers & Accessories,Computers & Tablets,Electronics,All Desktops,Desktops Workstations,Desktops,Desktop & All-in-One Computers,Desktop Computers",desktop,Electronics,ASUS CHROMEBOX2-G095U Mini Chrome OS Computer,0.5987414400000001,5.1358,asus,372.9966,320.1520854050822,5.7719
56,250.0,Yes,Used,USD,USA,Apple,"Computers,Computers & Accessories,Electronics,All Desktops,Cell Phones & Smartphones,Desktops,Other Computers & Networking,Desktop & All-in-One Computers,Desktops & All-In-Ones,All Desktop Computers,Computers/Tablets & Networking,Minis,Mac mini,Apple Desktops & All-In-Ones,Computers & Tablets,See more Apple Mac Mini 2.6ghz I5 8 GB RAM 1tb,Cell Phones & Accessories,Desktops Workstations,Desktop Computers",desktop,Electronics,Mac mini 2.6 GHz Desktop Computer (Late 2014),1.1793392,5.5254,apple,372.9966,320.1520854050822,5.7719
57,699.99,Yes,New,USD,USA,Apple,"Computers,Computers & Accessories,Electronics,All Desktops,Cell Phones & Smartphones,Desktops,Other Computers & Networking,Desktop & All-in-One Computers,Desktops & All-In-Ones,All Desktop Computers,Computers/Tablets & Networking,Minis,Mac mini,Apple Desktops & All-In-Ones,Computers & Tablets,See more Apple Mac Mini 2.6ghz I5 8 GB RAM 1tb,Cell Phones & Accessories,Desktops Workstations,Desktop Computers",desktop,Electronics,Mac mini 2.6 GHz Desktop Computer (Late 2014),1.1793392,6.5524,apple,372.9966,320.1520854050822,5.7719
58,41.13,Yes,New,USD,USA,Dell,"Computers,PC gaming accessories,External Components,Drives, Storage & Blank Media,Computers & Accessories,Computer Accessories,Electronics,Computer Cards & Components,DVD Drives,Computers/Tablets & Networking,CD, DVD & Blu-ray Drives,External DVD Drives,Computers & Tablets,Blank Media,Optical Drives","drive, dvd, computer",Electronics,Dell DW316 External USB Slim DVD R/W Optical Drive 429-AAUX,1.4514944,3.7407,dell,150.56,195.72526779000955,5.2818
59,259.99,Yes,New,USD,USA,Spartan,"Computers,External Components,Computer Accessories,Electronics,Home Electronics,Computer Cards & Components,DVD Drives,Disk Duplicators,Networking & Wireless,CD/DVD Duplicators,Computers & Tablets,Electrical,Blank Media,Optical Drives","drive, dvd, computer",Electronics,Spartan - 3-Target 24x DVD/CD Duplicator - Black,13.60776,5.5644,spartan,150.56,195.72526779000955,5.2818
60,49.99,Yes,New,USD,USA,Toshiba,"Computers,Internal Hard Drives,Internal Drives,Computers & Accessories,Computer Accessories & Peripherals,Electronics,Hard Drives & Storage,Drives Storage,Internal Drives bxvcrqyr,Computer Components,Computers & Tablets,Internal Drives tbbbweszcuruwfdtfq,Data Storage","drive, storage, hard",Electronics,Toshiba - 1TB Internal SATA Hard Drive for Laptops,1.8597272,3.9316,toshiba,226.6788,228.1771700508033,5.4344
61,784.96,Special,New,USD,USA,WD,"Computers,Internal Hard Drives,Network Attached Storage Drives etryvwsrbvvvvxfutbey,Internal Drives,Drives, Storage & Blank Media,Computers & Accessories,Networking,Hard Drives (HDD, SSD & NAS),Computer Accessories & Peripherals,Internal Hard Disk Drives,Electronics,Hard Drives & Storage,Drives Storage,Computers/Tablets & Networking,Computer Components,NAS Servers,Computers & Tablets,Network Attached Storage Drives,Data Storage","drive, storage, hard",Electronics,"4TB Network OEM HDD Retail Kit (8-Pack, WD40EFRX, Red Drives)",10.3872568,6.6669,wd,226.6788,228.1771700508033,5.4344
62,160.26,Yes,New,USD,USA,Seagate,"Computers,External Drives adrrryytsauvvzcbyacwz,External Hard Disk Drives,Drives, Storage & Blank Media,Computers & Accessories,Hard Drives (HDD, SSD & NAS),Computer Accessories & Peripherals,Internal Hard Disk Drives,Frys,Electronics,Hard Drives & Storage,Drives Storage,PC Components,Computers/Tablets & Networking,Hard Drives - Internal,External Hard Drives,Computer Components,External Drives,Computers & Tablets,Data Storage","drive, storage, hard",Electronics,Seagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver,3.9462504,5.083,seagate,226.6788,228.1771700508033,5.4344
63,59.99,Yes,New,USD,USA,SanDisk,"Computers,Internal Solid State Drives,Internal Drives,Solid State Drives,Computers & Accessories,Computer Accessories & Peripherals,Electronics,Computers & Tablets,Hard Drives & Storage,Drives Storage,Data Storage","drive, storage, hard",Electronics,SanDisk - 120GB Internal SATA Solid State Drive for Laptops,0.9525432,4.1107,sandisk,226.6788,228.1771700508033,5.4344
64,279.99,Yes,New,USD,USA,SanDisk,"Electronics,Computers & Accessories,Data Storage,Internal Solid State Drives,Computers,Drives Storage,Internal Drives,Computers & Tablets,Computer Accessories & Peripherals,Hard Drives & Storage","drive, storage, hard",Electronics,SanDisk Ultra II 1TB SATA III SSD - 2.5-Inch 7mm Height Solid State Drive - SDSSDHII-1T00-G25,2.9029888,5.6383,sandisk,226.6788,228.1771700508033,5.4344
65,159.99,Yes,New,USD,USA,SanDisk,"Electronics,Computers,Computer Components,Hard Drives & Storage,Drives Storage,External Drives,Computers & Tablets,Computer Accessories & Peripherals,External Hard Drives,Computers & Accessories,Data Storage,Network Attached Storage","drive, storage, hard",Electronics,SanDisk Extreme 500 480GB USB 3.0 Portable SSD (Solid State Drive) - SDSSDEXT-480G,3.2658624,5.0813,sandisk,226.6788,228.1771700508033,5.4344
66,619.0,Yes,New,USD,USA,Samsung,"Computers,Hard Drives,Internal Drives,Solid State Drives,Computers & Accessories,Computer Accessories & Peripherals,Electronics,Hard Drives & Storage,Drives Storage,Solid State Drives (SSDs),Internal Solid State Drives,Computers & Tablets,Data Storage Products,Data Storage","drive, storage, hard",Electronics,Samsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,0.00907184,6.4297,samsung,226.6788,228.1771700508033,5.4344
67,249.99,Yes,,USD,USA,SanDisk,"Electronics,Computers,Computer Components,Hard Drives & Storage,Drives Storage,External Drives,Computers & Tablets,Computer Accessories & Peripherals,External Hard Drives,Computers & Accessories,Data Storage,Network Attached Storage","drive, storage, hard",Electronics,SanDisk Extreme 500 480GB USB 3.0 Portable SSD (Solid State Drive) - SDSSDEXT-480G,3.2658624,5.5254,sandisk,226.6788,228.1771700508033,5.4344
68,143.99,Yes,New,USD,USA,Samsung,"Computers/Tablets & Networking,Internal Solid State Drives,Drives, Storage & Blank Media,Solid State Drives,Hard Drives (HDD, SSD & NAS),Computers & Accessories,Internal Hard Disk Drives,Computer Accessories & Peripherals,Electronics,Computers & Tablets,Hard Drives & Storage,Data Storage","drive, storage, hard",Electronics,Samsung 860 EVO 500GB 2.5 Inch SATA III Internal SSD (MZ-76E500B/AM),1.37891968,4.9766,samsung,226.6788,228.1771700508033,5.4344
69,189.95,Yes,New,USD,USA,G-Technology,"Computers,Hard Drives,External Hard Disk Drives,Electronics Features,Drives, Storage & Blank Media,See more GTech 1 TB,External,7200 RPM (0G03040) Hard Dr...,Hard Drives (HDD, SSD & NAS),Computer Accessories & Peripherals,Internal Hard Disk Drives,Frys,Hard Drives & Storage,Drives Storage,Drives Storage xcbsztzedbfwuy,PC Components,Computers/Tablets & Networking,External Hard Drives,External Drives,Computers & Tablets,Hard Drives - External,Data Storage Products,External Drives vzbeaquacadbfcctzxdz","drive, storage, hard",Electronics,1TB G-Drive Mobile Hard Drive with Thunderbolt,0.3175144,5.252,g-technology,226.6788,228.1771700508033,5.4344
70,149.99,Yes,New,USD,USA,Seagate,"Computers,External Drives adrrryytsauvvzcbyacwz,External Hard Disk Drives,Drives, Storage & Blank Media,Computers & Accessories,Hard Drives (HDD, SSD & NAS),Computer Accessories & Peripherals,Internal Hard Disk Drives,Frys,Electronics,Hard Drives & Storage,Drives Storage,PC Components,Computers/Tablets & Networking,Hard Drives - Internal,External Hard Drives,Computer Components,External Drives,Computers & Tablets,Data Storage","drive, storage, hard",Electronics,Seagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver,3.9462504,5.0172,seagate,226.6788,228.1771700508033,5.4344
71,49.99,Yes,New,USD,USA,Seagate,"Computers,Office,External Hard Disk Drives,Hard Drives (HDD, SSD & NAS),Computers & Accessories,Electronics,Hard Drives & Storage,Office Electronics,Drives Storage,External Drives ccbdtucwsuccsbzvxsect,See more External Hard Drive 1tb Seagate Expansion Port...,Computers & Tablets,See more Seagate Expansion 1000 GB, External HDD (STEA1...,Data Storage,Drives, Storage & Blank Media,Walmart for Business,Internal Hard Disk Drives,Computer Accessories & Peripherals,Computers and Monitors,External Drives brrrvruwevccxwrvseezru,Computers/Tablets & Networking,External Hard Drives,Computer Components,External Drives,Monitors","drive, storage, hard",Electronics,Details About Seagate Expansion 1tb External Usb 3.0 Portable Hard Drive Black,2.6761928,3.9316,seagate,226.6788,228.1771700508033,5.4344
72,84.99,Yes,New,USD,USA,Toshiba,"Computers,Internal Hard Drives,Internal Drives,Computers & Accessories,Computer Accessories & Peripherals,Electronics,Hard Drives & Storage,Drives Storage tbbbweszcuruwfdtfq,Drives Storage,Internal Drives txdwccvvswwtxvcfsuawuc,Computer Components,Computers & Tablets,Data Storage","drive, storage, hard",Electronics,Toshiba - 1TB Internal SATA Hard Drive for Desktops,7.2121128,4.4542,toshiba,226.6788,228.1771700508033,5.4344
73,89.99,Yes,New,USD,USA,Seagate,"Computers,External Hard Disk Drives,Drives, Storage & Blank Media,Hard Drives (HDD, SSD & NAS),Computers & Accessories,Computer Accessories & Peripherals,Internal Hard Disk Drives,Electronics,Hard Drives & Storage,Drives Storage,External Drives ccbdtucwsuccsbzvxsect,Computers/Tablets & Networking,External Hard Drives,Computer Components,External Drives,Computers & Tablets,Data Storage","drive, storage, hard",Electronics,Seagate Backup Plus 2TB Portable External Hard Drive for Mac USB 3.0 + 2mo Adobe CC Photography (STDS2000100),2.3949657600000003,4.5107,seagate,226.6788,228.1771700508033,5.4344
74,388.49,Yes,New,USD,USA,Western Digital,"Computers,Hard Drives,Internal Hard Drives,Internal Drives,Drives, Storage & Blank Media,Computers & Accessories,Hard Drives (HDD, SSD & NAS),Computer Accessories & Peripherals,Network Attached Storage,Hard Drives & Storage,Electronics,Drives Storage,Internal Desktop Hard Drives,Computers/Tablets & Networking,Computer Components,Computers & Tablets,Data Storage Products,Data Storage","drive, storage, hard",Electronics,Details About Wd Red Pro 8tb Nas Desktop Hard Drive Intellipower 6 Gbs 128 Mb Cache Wd8001ffwx,0.6486365599999999,5.9648,western digital,226.6788,228.1771700508033,5.4344
75,281.99,Yes,New,USD,USA,SanDisk,"Electronics,Computers & Accessories,Data Storage,Internal Solid State Drives,Computers,Drives Storage,Internal Drives,Computers & Tablets,Computer Accessories & Peripherals,Hard Drives & Storage","drive, storage, hard",Electronics,SanDisk Ultra II 1TB SATA III SSD - 2.5-Inch 7mm Height Solid State Drive - SDSSDHII-1T00-G25,2.9029888,5.6454,sandisk,226.6788,228.1771700508033,5.4344
76,109.99,Yes,,USD,USA,WD,"Computers,Hard Drives,Computers & Accessories,Computer Accessories & Peripherals,Frys,Electronics,Hard Drives & Storage,Drives Storage,External Drives vzyzeteteauzutu,PC Components,WD WDBYFT0020BOR-WESN,External Hard Drives,External Drives,Computer Components,Computers & Tablets,External Drives rutdqbxrfubffrdxaxwbzwrbreetbaxtayav,Hard Drives - External,Data Storage Products,External Drives vzbeaquacadbfcctzxdz,Data Storage","drive, storage, hard",Electronics,2TB My Passport USB 3.0 Secure Portable Hard Drive (Orange),0.24493968,4.7094,wd,226.6788,228.1771700508033,5.4344
77,297.48,Yes,,USD,USA,PNY,"Computers,GPUs/Video Graphics Cards,PCI Express Graphics Cards,Computers & Accessories,Computer Components,Graphics Cards,GPUs / Video Graphics Cards,Electronics,Computers & Tablets,Graphic Cards,Computer Cards & Components","graphic, card, computer",Electronics,PNY - NVIDIA GeForce GTX 1060 6GB GDDR5 PCI Express 3.0 Graphics Card - Black,1.13398,5.6987,pny,297.48,259.74778689770187,5.5635
78,449.98,Yes,New,USD,USA,Master & Dynamic,"Headphones,Bluetooth Headphones,All Headphones,On-Ear Headphones,Electronics,Audio,Over-Ear & On-Ear Headphones,Mobile",headphone,Electronics,Master and Dynamic - MW50 Wireless On-Ear Headphones - Black Leather/Silver Metal,0.24040376,6.1114,master & dynamic,229.8228,232.28400390393205,5.4522
79,37.99,Yes,Used,USD,USA,Sony,"The Well Chosen Event,Portable Audio & Headphones,Exercise Equipment & Wearables,Over-Ear and On-Ear Headphones,Sony Headphones,On-Ear Headphones,Electronics,Electronics Deals,Over-Ear & On-Ear Headphones,Mobile,Headphones,Consumer Electronics,All Headphones,TV Headphones,Used:Headphones,Used:Pro Audio,Shop Headphones by Brand,Audio,Well Chosen Headphones,Shop Headphones by Type,Used:Audio Monitoring,Ways To Shop",headphone,Electronics,Sony - RF995RK Wireless Over-the-Ear Headphones - Black,0.27669112,3.6633,sony,229.8228,232.28400390393205,5.4522
80,149.99,Yes,New,USD,USA,V-MODA,"Headphones,All Headphones,Over-Ear and On-Ear Headphones,DJ Equipment,Electronics,Over-Ear Headphones,Musical Instruments & Gear,Audio,Shop Headphones by Type,Mobile,DJ & Monitoring Headphones",headphone,Electronics,V-MODA - Crossfade LP2 Vocal Limited Edition Over-the-Ear Headphones - Matte Black,0.680388,5.0172,v-moda,229.8228,232.28400390393205,5.4522
81,120.09,Yes,New,USD,USA,Sennheiser,"Consumer Electronics,Portable Audio & Headphones,Headphones,See more Sennheiser HD 558 Headband Headphones - Black,Electronics,Audio,Shop Headphones by Brand,Sennheiser Headphones,Over-Ear Headphones,Shop Headphones by Type,Over-Ear and On-Ear Headphones,Headphones/Earphones Accessories,Over-Ear & On-Ear Headphones,MP3 Accessories,Frys,Portable Audio,Mobile",headphone,Electronics,SENNHEISER HD 558 Over Ear Headphones HD558 - AUTHORIZED DEALER,0.7257472,4.7965,sennheiser,229.8228,232.28400390393205,5.4522
82,699.99,Yes,New,USD,USA,Sony,"Used:TV Entertainment,Over-Ear and On-Ear Headphones,Sony Headphones,Electronics,Mobile,Headphones bawyzxwqcxxycyezsxbxussyaswf,Headphones,Consumer Electronics,All Headphones,Used:Headphones,Shop Headphones by Brand,Over-Ear Headphones,Audio,Shop Headphones by Type,Earbuds and In-ear Headphones,Used:General Equipment Gear",headphone,Electronics,Sony - Over-the-Ear Hi-Res Headphones - Black,5.36145744,6.5524,sony,229.8228,232.28400390393205,5.4522
83,29.98,Yes,New,USD,USA,V-Moda,"Computers,Stereos,Microphones & Headsets,Audio Cables,Musical Instruments & Karaoke,DJ Equipment,Electronics,Headphone Accessories,PC Gaming Headsets,DJ & Monitoring Headphones,Bluetooth Headphones,All Headphones,Earbuds,Toys,Headphone Cables Adapters,Used:Headphones,Receivers & Amplifiers,Over-the-Ear Headphones,Home Theater,Cell,Portable Audio & Headphones,Over-Ear and On-Ear Headphones,Computer Accessories,Microphones & Headphones,Musical Instruments & Gear,Headphone Splitters,Mobile,Earphones,iPod, Audio Player Accessories,Mini Plug-in Microphones,Headphones,Consumer Electronics,In-Ear Headphones,Used:Pro Audio,PC Headsets,Audio,Shop Headphones by Type,Earbuds and In-ear Headphones,Used:Audio Monitoring",headphone,Electronics,V-MODA Crossfade Wireless Over-Ear Headphones - Phantom Chrome,0.907184,3.4333,v-moda,229.8228,232.28400390393205,5.4522
84,120.74,Yes,,USD,USA,House of Marley,"Headphones,Bluetooth Headphones,All Headphones,On-Ear Headphones,Electronics,Over-Ear Headphones,Audio,Refurbished Headphones,Over-Ear & On-Ear Headphones,Mobile,Shop Headphones by Type",headphone,Electronics,Liberate XLBT Bluetooth Headphones (Midnight),0.6350288,4.8018,house of marley,229.8228,232.28400390393205,5.4522
85,34.95,Yes,Used,USD,USA,Samsung,"Headphones,Bluetooth Headphones,All Headphones,Used:Headphones,Earbud Headphones,Used:Pro Audio,Electronics,Audio,Mobile,Used:Audio Monitoring","headphone, earbud, bluetooth",Electronics,Level Active Wireless In-Ear Headphones (Black),0.3628736,3.5821,samsung,99.8177,125.46377481901268,4.8399
86,249.99,Yes,New,USD,USA,Sony,"Bluetooth Headphones avecuevdaxstvbrwvwxesrse,Portable Audio & Headphones,Over-Ear and On-Ear Headphones,See more Sony MDR-XB950N1 Over the Ear Wireless Headpho...,Electronics,Other Portable Audio,Mobile,Headphones,Bluetooth Headphones,Consumer Electronics,All Headphones,Bluetooth Headphones ufqbfwta,Bluetooth Headphones uytueusqxdvcfrxftfeefvcxudq,Used:Headphones,Used:Pro Audio,Audio,Shop Headphones by Type,Used:Audio Monitoring","headphone, earbud, bluetooth",Electronics,Sony MDRXB950N1 Headphones Bluetooth Noise Cancel Extra Bass Blk MDR-XB950N1 #95,0.29029888,5.5254,sony,99.8177,125.46377481901268,4.8399
87,149.0,Yes,New,USD,USA,Bose,"Headphones,Consumer Electronics,Bluetooth Headphones,All Headphones,Portable Audio & Headphones,Electronics Features,Electronics,Audio,See more Bose SoundSport Wireless Neckband Wireless Hea...,Mobile,Shop Headphones by Type,Earbuds and In-ear Headphones","headphone, earbud, bluetooth",Electronics,SoundSport Wireless In-Ear Headphones (Black),0.3628736,5.0106,bose,99.8177,125.46377481901268,4.8399
88,59.99,Yes,New,USD,USA,Mee Audio,"Headphones,Bluetooth Headphones,All Headphones,Earbud Headphones,Electronics,Earbud & In-Ear Headphones,Audio,Mobile","headphone, earbud, bluetooth",Electronics,MEE audio X7 Stereo Bluetooth Wireless Sports In-Ear Headphones Blue (EP-X7-BLBK-MEE),0.3628736,4.1107,mee audio,99.8177,125.46377481901268,4.8399
89,59.95,Yes,New,USD,USA,Monster,"Headphones,All Headphones,Earbud Headphones,Electronics,Earbud & In-Ear Headphones,Audio,Shop Headphones by Type,Earbuds and In-ear Headphones","headphone, earbud, bluetooth",Electronics,Monster - iSport Achieve In-Ear Wireless Headphones - Green,0.4490560799999999,4.11,monster,99.8177,125.46377481901268,4.8399
90,75.5,Yes,,USD,USA,Samsung,"Bluetooth Headsets,Portable Audio & Headphones,Frys,Electronics,Cell Phones,Cell Phone Accessories,See more Samsung Level U Pro Active Noise Cancelling Wi...,Mobile,Headphones,Bluetooth Headphones,Consumer Electronics,Accessories,Headsets,Cell Phones & Accessories,Audio,Shop Headphones by Type,Earbuds and In-ear Headphones","headphone, earbud, bluetooth",Electronics,"Samsung Level U PRO Headphones with ANC, Black",2.9029888,4.3373,samsung,99.8177,125.46377481901268,4.8399
91,149.99,Yes,,USD,USA,Sony,"Headphones,Bluetooth Headphones,All Headphones,Used:Headphones,Used:Pro Audio,Electronics,Bluetooth Headphones rydyqsaxrbrdyuquyetsrydxefvucsr,Audio,Mobile,Shop Headphones by Type,Earbuds and In-ear Headphones,Used:Audio Monitoring","headphone, earbud, bluetooth",Electronics,XB80BS Extra Bass Sports In-Ear Bluetooth Headphones (Black),0.4309124,5.0172,sony,99.8177,125.46377481901268,4.8399
92,39.99,Yes,New,USD,USA,House of Marley,"Headphones,Bluetooth Headphones,All Headphones,On-Ear Headphones,Electronics,Bluetooth Headphones rydyqsaxrbrdyuquyetsrydxefvucsr,Audio,Mobile","headphone, earbud, bluetooth",Electronics,The Rebel BT On-Ear Wireless Bluetooth Headphones (Black),6.8945984,3.7133,house of marley,99.8177,125.46377481901268,4.8399
93,79.0,Yes,New,USD,USA,Klipsch,"Headphones,Earbud Headphones,Electronics,Earbud & In-Ear Headphones,Portable Audio,Audio,Mobile,Earphones,Shop Headphones by Type,Earbuds and In-ear Headphones,MP3 Accessories","headphone, earbud, bluetooth",Electronics,AS-5i Pro Sport Earphones (Blue),1.814368,4.382,klipsch,99.8177,125.46377481901268,4.8399
94,24.99,Yes,New,USD,USA,Logitech,"Computers,Video Game Accessories,Computer Accessories & Peripherals,Computer & Tablet Accessories,All Video Game Accessories,Electronics,Computer Speakers & Headsets,Headphones,Accessories,Computers/Tablets & Networking,Gaming Headsets,See more Logitech G230 Black/Red Headband Headsets for ...,Ways To Shop Video Games,Headsets & Microphones,Laptop & Desktop Accessories,Video Games,Headsets,Speakers, Headsets, Mics Webcams,Computers & Tablets,Computer Peripherals,Computer Headsets,Video Games & Consoles,Technology & Services","headset, game, computer",Electronics,Details About New Logitech G230 981000541 Headset,0.255372296,3.2577,logitech,92.6566,151.94595403352372,5.03
95,112.99,Yes,New,USD,USA,Razer,"Electronics,Computers,Computer Accessories,Audio & Video Components,All PC Microphones,Video Games,Accessories,Headsets,Audio,Headphones,Microphone & Headsets,Computers & Tablets,Computer Accessories & Peripherals,Headsets & Microphones,Computer Headsets,PC Headsets,Video Game Accessories","headset, game, computer",Electronics,Razer BlackShark Over Ear Noise Isolating PC Gaming Headset - Metal Construction and Compatible with PS4,0.680388,4.7361,razer,92.6566,151.94595403352372,5.03
96,139.99,Yes,New,USD,USA,Razer,"Computers,Audio & Video Accessories,Video Game Accessories,Computers & Accessories,Computer Accessories & Peripherals,Electronics,See more Razer Mano'war Wireless 7.1 Surround Sound Gam...,Accessories,Gaming Headsets,Headsets & Microphones,Headsets,Video Games,Speakers, Headsets, Mics Webcams,Computers & Tablets,Computer Peripherals,Computer Headsets,Video Games & Consoles","headset, game, computer",Electronics,Razer ManO'War Wireless 7.1 Surround Sound Gaming Headset (Black) Man O War READ,0.5987414400000001,4.9486,razer,92.6566,151.94595403352372,5.03
97,65.99,Yes,New,USD,USA,Logitech,"Computers,Tablets,Computers & Accessories,Computer Accessories,Computer Accessories & Peripherals,Electronics,Keyboards, Mice & Accessories,Tablet Accessories,Logitech,Keyboards,Computers & Tablets,iPad & Tablet Accessories,Tablet Keyboards","keyboard, computer, mouse",Electronics,Logitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,2.8803092,4.2045,logitech,122.3975,161.89209265686756,5.093
98,291.8,Yes,New,USD,USA,Corsair,"Computers,Computers & Accessories,Keyboards zsqstqcsbaqbsvexuadecqqyxarfv,Electronics,Keyboards and Mice,Accessories,Keyboards, Mice & Pointers,Webcams,Computer Peripherals adqydrvaeqbzrzdfxqdbcebazwdbyuvffx,Video Games,Keyboards & Keypads,Computers & Tablets,Keyboards Accessories,PC gaming accessories,Computer Accessories,Computer Accessories & Peripherals,Computer Keyboards,Keyboards urtvtefvdsrswwrcswbxfzvaauxzvcfafre,Keyboards xvdbctbtactd,Keyboards, Mice & Accessories,Computers/Tablets & Networking,Mice & Keyboards,Laptop & Desktop Accessories,Keyboards,Computer Cables & Connectors,Computer Peripherals,Gaming Keyboards","keyboard, computer, mouse",Electronics,CORSAIR K70 RGB RAPIDFIRE Mechanical Gaming Keyboard - USB Passthrough and Media Controls - Fastest and Linear - Cherry MX Speed - RGB LED Backlit,1.2020188,5.6794,corsair,122.3975,161.89209265686756,5.093
99,45.95,Yes,New,USD,USA,Wacom,"See more Wacom Wireless Accessory Kit for Bamboo and In...,Computers,Tablet Cases & Sleeves,Computer Accessories,Computers & Accessories,Computer Accessories & Peripherals,Computer & Tablet Accessories,Other Keyboards & Mice,Electronics,Graphics Tablets,Tablet Accessories,Tablets Handwriting Accessories,Input Devices,Computers/Tablets & Networking,Keyboards, Mice & Pointers,Computer Peripherals,Graphic Tablets,Technology & Services,Mice Pointing devices","keyboard, computer, mouse",Electronics,Wacom Wireless Accessory Kit for Bamboo and Intuos Tablets (ACK40401),0.21772416,3.8491,wacom,122.3975,161.89209265686756,5.093
100,85.85,Yes,New,USD,USA,Logitech,"Computers,Computer Accessories,Computers & Accessories,Computer Accessories & Peripherals,Keyboards, Mice & Joysticks,Computer Keyboards,Keyboards Accessories vcxstsfvvytrywubyqaq,Electronics,Keyboards, Mice & Accessories,See more Logitech K800 920-002359 Wireless Keyboard,Computers/Tablets & Networking,Keyboards, Mice & Pointers,Mice & Keyboards,Keyboards,All Keyboards,Keyboards & Keypads,Computers & Tablets,Computer Peripherals,Keyboards Accessories,Wireless & Bluetooth Keyboards","keyboard, computer, mouse",Electronics,Logitech K800 Wireless Illuminated Keyboard — Backlit Keyboard,0.907184,4.4641,logitech,122.3975,161.89209265686756,5.093
101,389.99,Yes,New,USD,USA,Acer,"Electronics,Computers,Laptops,Laptops By Brand,Acer Laptops,Acer,Computers & Tablets,All Laptops,PC Laptops,Computers & Accessories,Traditional Laptops","laptop, computer",Electronics,"Acer Aspire E5-574-53QS 15.6 LED Notebook - Intel Core i5 (6th Gen) i5-6200U Dual-core (2 Core) 2.30 GHz - 4 GB DDR3L SDRAM RAM - 1 TB HDD - DVD-Writer - Intel HD Graphics 550 DDR3L SDRAM - Wind""",3.0390664,5.9686,acer,346.3662,325.27346322385233,5.7877
102,169.98,Yes,,USD,USA,Ginsu,"Electronics,Computers,Laptops,Shop Laptops by Type,All Laptop Computers,Walmart for Business,Office Electronics,Computers and Monitors,Computers & Tablets,Laptops By Brand,Lenovo,Computers/Tablets & Networking,Laptops & Netbooks,PC Laptops & Netbooks,Computers & Accessories,Traditional Laptops","laptop, computer",Electronics,"Ginsu BESTBUY5580020 Lenovo Ideapad 11.6 Laptop""",1.7236496,5.1415,ginsu,346.3662,325.27346322385233,5.7877
